,review_content
16604,"['movie', 'development', 'solid', 'dominate', 'near', 'constant', 'presence', 'ironic', 'humphrey', 'bogart', 'perfectly', 'conscious', 'prime', 'act', 'full', 'review', 'spanish']"
5096,"['powerful', 'testimony', 'change', 'may', 'come', 'people', 'make', 'effort', 'let', 'voice', 'hear']"
10946,"['old', 'fashion', 'romp', 'reminiscent', 'best', 'doris', 'day', 'rock', 'hudson']"
14172,"['bad', 'world', 'disney', 'cash', 'cow', 'miley', 'cyrus', 'make', 'dubious', 'dramatic', 'debut', 'singer', 'since', 'britney', 'spear']"
41000,"['mummy', 'action', 'scene', 'adroitly', 'stag', 'show', 'fraser', 'rugged', 'hero', 'persona', 'best', 'effect']"
18356,"['boy', 'universal', 'fanciful', 'binge', 'put', 'enjoyable', 'show', 'water', 'something', 'less', 'dry', 'dock']"
3630,"['brighter', 'note', 'wayans', 'brother', 'new', 'material', 'make', 'scary', 'movie']"
26642,"['funny', 'pink', 'panther', 'series']"
7363,"['ben', 'boldly', 'meld', 'virtual', 'reality', 'live', 'action', 'vrit', 'style', 'docudrama', 'create', 'may', 'new', 'film', 'grammar']"
33997,"['must', 'see', 'wild', 'bunch', 'sure', 'take', 'along', 'barf', 'bag']"
47947,"['romantic', 'comedy', 'teen']"
21656,"['explores', 'anxiety', 'sorrow', 'age', 'man', 'try', 'come', 'term', 'loneliness']"
40229,"['play', 'like', 'crinolined', 'episode', 'dynasty']"
48743,"['cohen', 'us', 'speed', 'way', 'filmmaker', 'use', 'light', 'color']"
48613,"['funny', 'predictable', 'dumb']"
38589,"['anastasia', 'entertainment', 'never', 'reach', 'level', 'emotional', 'magic']"
35145,"['meticulously', 'design', 'mann', 'feature', 'careful', 'composition', 'position', 'character', 'bustle', 'cityscape', 'empty', 'expanse', 'externalize', 'interior', 'life']"
42789,"['mansfield', 'park', 'perfectly', 'good', 'adaptation', 'trite']"
11545,['funny']
28203,"['like', 'bomb', 'lob', 'boot', 'soft', 'top', 'car', 'open', 'scene', 'touch', 'evil', 'film', 'hear', 'faint', 'sound', 'tick', 'head', 'realise', 'problem', 'far', 'late']"
46902,"['traffic', 'one', 'story', 'many', 'thread', 'interwoven', 'snag', 'oppose', 'thread', 'come', 'together', 'beautifully']"
7648,"['obvious', 'grand', 'director', 'zak', 'penn', 'set', 'make', 'best', 'show', 'high', 'stake', 'poker', 'raise', 'ante', 'pile', 'absurdity', 'zany', 'backstories']"
4774,"['nothing', 'embarrass', 'though', 'kick', 'ball', 'scene', 'run', 'bit']"
36260,"['slick', 'kid', 'movie', 'preserve', 'roald', 'dahl', 'gleeful', 'nastiness']"
11892,"['naturally', 'lot', 'death', 'departure', 'also', 'circle', 'life', 'family', 'relationship', 'pride', 'one', 'purpose', 'messiness', 'thing', 'bring']"
24895,"['one', 'four', 'supreme', 'masterworks', 'major', 'oeuvre']"
43729,"['like', 'wonderful', 'piece', 'bubble', 'gum', 'explodes', 'rush', 'flavor', 'slowly', 'fade', 'away', 'high', 'fidelity', 'delivers', 'bright', 'jolt', 'entertainment', 'never', 'coalesce', 'anything', 'substantial']"
28245,"['trial', 'play', 'closer', 'actual', 'nightmare', 'film', 'see']"
42525,"['rubin', 'carter', 'saint', 'jewison', 'would', 'believe', 'ungenerous', 'find', 'ground', 'complaint']"
32756,"['strictly', 'martin', 'lewis', 'fan', 'another', 'way', 'say', 'thanks', 'late', 'zany', 'partner', 'adventure', 'take', 'haunt', 'island', 'near', 'cuba']"
27158,"['gloriously', 'top', 'lurid', 'self', 'obsess', 'surprise', 'develop', 'like', 'kristofferson', 'absolutely', 'hold', 'narrative', 'together', 'bring', 'sense', 'realism', 'even', 'within', 'crazy', 'world', 'streisand', 'performance', 'showstopping']"
7149,"['fun', 'walk', 'theater', 'little', 'bit', 'light', 'pocket', 'wondering', 'time', 'go']"
18388,"['hard', 'watch', 'look', 'film', 'stage', 'play', 'good', 'song', 'ray', 'walston']"
10079,"['base', 'acclaimed', 'novella', 'japanese', 'author', 'yasunari', 'kawabata', 'film', 'one', 'self', 'consciously', 'atmospheric', 'literary', 'adaptation', 'suffer', 'surfeit', 'symbolism', 'pretentiousness']"
47810,"['manages', 'pull', 'engage', 'funny', 'popcorn', 'movie', 'mediocre', 'script', 'slack', 'pace', 'lacklustre', 'direction', 'thanks', 'considerable', 'talent', 'cast']"
14624,"['barrymore', 'carry', 'movie', 'cloud', 'lusty', 'giggle', 'bomb']"
36783,"['emma', 'please', 'anyone', 'drag', 'theater']"
7586,"['director', 'ridley', 'scott', 'make', 'body', 'lie', 'visually', 'stylish', 'film', 'also', 'scenes', 'incredible', 'carnage', 'wince', 'inducing', 'torture']"
8009,"['authentic', 'timely', 'immigrant', 'experience', 'tale', 'try', 'score']"
41856,"['series', 'cheap', 'unnecessary', 'crude', 'gag']"
41351,"['charmless', 'ensemble', 'comedy', 'start', 'amiably', 'enough', 'quickly', 'succumb', 'triple', 'handicap', 'poor', 'direction', 'badly', 'write', 'script', 'alarmingly', 'excessive', 'performance']"
13424,"['though', 'script', 'always', 'reach', 'potential', 'visually', 'stunning', 'film', 'challenge', 'audience']"
8108,"['might', 'work', 'really', 'really', 'tricky', 'script', 'many', 'path', 'lead', 'nowhere']"
11738,"['fear', 'loathe', 'douchebaggery', 'la', 'vega']"
3194,"['little', 'doubt', 'boy', 'girl', 'thing', 'assemble', 'someone', 'obviously', 'blindfold', 'possibly', 'drug']"
4735,"['amiable', 'bland', 'cute', 'formulaic', 'inconsequential', 'run', 'fatboy', 'run', 'go', 'ease', 'awfully', 'slight']"
37688,"['fairly', 'anticlimactic', 'final', 'stretch', 'ensure', 'volcano', 'concludes', 'less', 'engrossing', 'note']"
14711,"['plot', 'go', 'motion', 'tiresomely', 'familiar', 'anyone', 'saw', 'baby', 'boom', 'three', 'men', 'baby', 'raise', 'waylon', 'dozen', 'movie', 'unplanned', 'parenthood']"
35048,"['triumphant', 'take', 'crookback', 'king', 'different', 'olivier', '50', 'historical', 'pageant', 'chalk', 'malmsey']"
43986,"['dinosaur', 'perfect', 'like', 'creature', 'depict', 'awesome', 'behold']"
11285,"['best', 'thing', 'orphan', 'way', 'play', 'genre', 'overused', 'staple', 'sophisticated', 'audience', 'expectation']"
48966,"['pearl', 'harbor', 'blockheaded', 'hollow', 'hearted', 'industrial', 'enterprise']"
410,"['little', 'prehistoric', 'epic', 'could', 'actually', 'deliver', 'entertaining', 'couple', 'hour']"
4346,"['fraught', 'family', 'drama', 'show', 'family', 'past', 'present', 'year', 'apart', 'might', 'effective', 'follow', 'chronological', 'order']"
23989,"['much', 'horror', 'film', 'western', 'equally', 'perhaps', 'pronouncedly', 'romance']"
41695,"['wonderful', 'bringing', 'adage', 'repeat', 'diane', 'twenty', 'love', 'go', 'wrong', 'cry', 'think', 'never', 'love', 'anyone', 'cry', 'far', 'likely', 'never']"
6934,"['movie', 'whose', 'reach', 'far', 'exceed', 'maker', 'grasp', 'story', 'go', 'really', 'longer', 'go', 'less', 'sense', 'suspense', 'offer']"
34536,"['inspire', 'message', 'girlfriend', 'channel', 'warn', 'receive', 'prior', 'reviewing', 'film', 'well', 'love', 'disembowel']"
18509,"['sci', 'classic']"
269,"['keener', 'become', 'holofcener', 'artistic', 'alter', 'ego', 'please', 'give', 'sharp', 'eyed', 'filmmaker', 'send', 'vibrant', 'representative', 'world', 'explore', 'mean', 'woman', 'lucky', 'still', 'feel', 'itchy']"
12989,"['absorb', 'worthwhile', 'drama']"
48067,"['shrewdly', 'stay', 'background', 'stallone', 'help', 'balance', 'driven', 'rather', 'capsize', 'superstar', 'baggage', 'oversize', 'persona', 'could', 'easily', 'bring']"
1248,"['though', 'bear', 'absolutely', 'relation', 'real', 'life', 'sweetly', 'silly', 'modern', 'fairy', 'tale', 'posse', 'enough', 'charm', 'endear', 'secret', 'sentimentalist']"
29459,"['double', 'triple', 'exposure', 'unusual', 'atmospheric', 'effect', 'drastically', 'different', 'shoot', 'angle', 'marvelous', 'flight', 'magic', 'carpet', 'rare', 'gems', 'camera', 'skill', 'help', 'make', 'faust', 'artistic', 'masterpiece']"
1288,"['thing', 'abundant', 'gunshot', 'riddle', 'corps', 'ridiculous', 'plot', 'twist', 'laughably', 'bad', 'line', 'dialog', 'likely', 'fun', 'bad', 'movie']"
44311,"['bombastic', 'three', 'hour', 'saga', 'move', 'like', '000', 'page', 'book', 'leave', 'idle', 'front', 'window', 'fan']"
48938,"['bit', 'unfortunate', 'incredible', 'noble', 'story', 'one', 'turn', 'nation', 'around', 'galvanized', 'generation', 'action', 'tell', 'weak', 'storyteller']"
25460,"['somewhere', 'second', 'third', 'act', 'take', 'hard', 'leave', 'turn', 'field', 'full', 'stupid', 'remain', 'minute', 'feel', 'rush', 'generic']"
38910,"['though', 'fine', 'actor', 'dicaprio', 'errol', 'flynn', 'choirboy', 'face', 'chess', 'club', 'physique', 'scarcely', 'fit', 'play', 'swashbuckling', 'hero', 'villain']"
30458,"['brutal', 'demonic', 'film', 'grip', 'like', 'vise', 'grab', 'early', 'finger', 'around', 'throat', 'never', 'let']"
44288,"['cruel', 'treatment', 'horse', 'may', 'upset', 'kid']"
44422,"['second', 'ripe', 'sense', 'humour']"
43873,"['chick', 'flick', 'yummy', 'eat', 'bon', 'bons']"
42123,"['deep', 'extremely', 'raw', 'disturbing', 'film', 'sometimes', 'go', 'top', 'brutality']"
13186,"['smooth', 'balletic', 'style', 'noirish', 'lighting', 'scheme', 'composition', 'make', 'big', 'screen']"
3615,"['bad', 'weird']"
39784,"['film', 'try', 'hustler', 'end', 'color', 'money', 'unfortunately']"
12038,"['rather', 'elevate', 'wanna', 'hammer', 'horror', 'flick', 'cage', 'somehow', 'lower', 'quality']"
17494,"['perhaps', 'film', 'palma', 'non', 'stop', 'stylistic', 'flourish', 'completely', 'complement', 'enhance', 'proceeding']"
40268,"['benigni', 'original', 'carry', 'task', 'filmmaker', 'realize', 'quite', 'way']"
48606,"['comedy', 'walk', 'erect', 'please', 'reitman', 'evolve', 'already']"
41335,"['buena', 'vista', 'social', 'club', 'resonate', 'almost', 'like', 'diplomatic', 'effort', 'help', 'set', 'stage', 'post', 'revolutionary', 'relationship', 'cuba', 'rare', 'meeting', 'neighbor', 'decade', 'distance']"
23273,"['give', 'utterly', 'authentic', 'picture', 'life', 'new', 'york', 'bronx', 'district', 'time', 'carry', 'away', 'love', 'story', 'simple', 'manner', 'touch', 'many', 'screen', 'glamorous', 'one']"
33920,"['give', 'movie', 'effective', 'realistic', 'look', 'help', 'actor', 'shape', 'strongly', 'believable', 'performance', 'even', 'implausible', 'thing', 'benton', 'lend', 'credence', 'inspirational', 'fib']"
24680,"['lon', 'chaney', 'performance', 'hideous', 'organist', 'prowl', 'sewer', 'beneath', 'paris', 'opera', 'still', 'cornerstone', 'gothic', 'horror']"
39900,"['ultimately', 'film', 'confronts', 'consume', 'horror', 'question', 'viewer', 'subtly', 'every', 'often', 'brutality', 'still', 'watch']"
28658,"['great', 'song', 'gentle', 'humour', 'dose', 'syrup', 'everyone', 'taste', 'worth', 'buy', 'keep', 'christmas', 'spirit', 'go', 'next', 'year']"
24608,"['classic', 'disney', 'authentic', 'barrie']"
38080,"['contact', 'rarity', 'pure', 'science', 'fiction', 'movie']"
46035,"['worthy', 'vehicle', 'tour', 'force', 'gene', 'hackman', 'morgan', 'freeman']"
30836,"['chart', 'life', 'exploit', 'america', 'first', 'real', 'superstar', 'athlete']"
13699,"['best', 'thing', 'would', 'nature', 'thriller', 'patton', 'zesty', 'performance', 'cackle', 'crazed', 'muleskinner', 'wily', 'old', 'hand', 'exit', 'far', 'soon', 'nothing', 'much', 'replace', 'long', '102', 'minute']"
27501,"['suspicion', 'good', 'alfred', 'hitchcock', 'last', 'minute', 'final', 'minute', 'picture', 'fall', 'apart', 'seam']"
45154,"['wesley', 'snipe', 'twice', 'cool', 'think', 'movie', 'would', 'still', 'stink']"
48113,"['race', 'car', 'drama', 'full', 'flashy', 'empty', 'image', 'soundtrack', 'make', 'feel', 'shaken', 'motel', 'rumblebed']"
6588,"['scoff', 'yet', 'another', 'benevolent', 'look', 'family', 'straddle', 'two', 'culture', 'kechiche', 'subtly', 'subverts', 'genre']"
29586,"['filme', 'preocupa', 'mais', 'mostrar', 'relacionamento', 'houdini', 'com', 'esposa', 'que', 'sua', 'obsesso', 'por', 'escapadas', 'todo', 'modo', 'curtis', 'est', 'muito', 'bem', 'convence', 'como', 'mgico']"
15457,"['tone', 'mood', 'consistent', 'wintry', 'set', 'forbid', 'character', 'silhouette', 'world', 'lean', 'survival', 'kind', 'filmmaking', 'show', 'talent', 'concerned']"
30386,"['splendid', 'film', 'version', 'play', 'intelligently', 'do']"
274,"['involve', 'often', 'grip', 'wonderful', 'performance', 'top', 'cast', 'although', 'sum', 'part', 'less', 'story', 'whole']"
45991,"['awkward', 'alternately', 'sour', 'sappy']"
11032,"['proposal', 'restore', 'sandra', 'bullock', 'comic', 'glory', 'best', 'role', 'since', 'sleep']"
879,"['caper', 'movie', 'lightning', 'bottle', 'criminal', 'grifts', 'audience', 'spectacular', 'way']"
27070,"['star', 'bear', 'capture', 'wonderfully', 'hustle', 'hollywood']"
22105,"['filme', 'que', 'fica', 'cada', 'vez', 'mais', 'dolorosos', 'ver', 'medida', 'que', 'compreendemos', 'profundidade', 'fragilidade', 'dos', 'personagens', 'principais', 'nos', 'identificamos', 'com', 'eles']"
6549,"['rather', 'watch', 'minute', 'flicker', 'yule', 'log', 'video', 'sit', 'overcook', 'christmas', 'goose']"
8038,"['inspirational', 'sport', 'flick', 'whose', 'every', 'step', 'lead', 'climactic', 'big', 'game', 'underdog', 'hero', 'must', 'score', 'touchdown', 'hit', 'home', 'run', 'kick', 'goal', 'deck', 'opponent']"
4345,"['middle', 'effort', 'fight', 'reconnections', 'experience', 'family', 'gather', 'due', 'unexpected', 'tragedy']"
49269,"['fun', 'simply', 'direct', 'heist', 'picture', 'smart', 'enough', 'darkly', 'stylish', 'enough', 'suspenseful', 'enough', 'keep', 'satisfied']"
33896,"['end', 'nobody', 'fool', 'might', 'find', 'quietly', 'exhilarate', 'share', 'pleasure']"
42569,"['rivet', 'inspire', 'story', 'reward', 'journey', 'strength', 'perseverance', 'one', 'need', 'tell']"
38325,"['unspooling', 'screen', 'film', 'hugely', 'entertaining', 'several', 'significant', 'plot', 'hole', 'grow', 'wider', 'closely', 'investigated']"
47899,"['smart', 'cinematic', 'take', 'memory']"
43486,"['although', 'offer', 'good', 'laugh', 'movie', 'often', 'seem', 'like', 'second', 'rate', 'parody', 'original', 'picture']"
24836,"['planet', 'ape', 'one', 'rare', 'film', 'whose', 'historical', 'impact', 'outweighs', 'quality', 'good', 'film', 'classic']"
27414,"['clear', 'increasingly', 'picture', 'hit', 'miss', 'environment', 'miss', 'hit']"
26121,"['success', 'film', 'depend', 'upon', 'white', 'miss', 'hussey', 'magnificent']"
9522,"['conrad', 'humanity', 'part', 'even', 'little', 'film', 'something', 'mess', 'count', 'something']"
40923,"['one', 'excitingly', 'unpredictable', 'american', 'comedy', 'since', 'pulp', 'fiction']"
25854,"['funny', 'deal', 'subject', 'touchy', 'fraught', 'emotional', 'pain', 'unless', 'laugh', 'hardly', 'way', 'deal', 'especially', 'ever', 'teenage', 'boy']"
28705,"['winchester', 'simply', 'one', 'fine', 'westerns', 'ever', 'make', 'class', 'best', 'ford', 'hawk']"
3577,"['screenplay', 'mess', 'fill', 'unfunny', 'moment', 'intend', 'humor', 'funny', 'moment', 'unintended', 'humor']"
38097,"['carl', 'sagan', 'would', 'proud', 'film', 'scientific', 'accuracy', 'live', 'see', 'film', 'conclusion']"
22255,"['director', 'alexander', 'mackendrick', 'reach', 'masterful', 'apex', 'sort', 'wickedly', 'hilarious', 'movie', 'precise', 'balance', 'situational', 'comedy', 'stark', 'murderous', 'callousness']"
5868,"['contemplative', 'examination', 'marriage', 'social', 'more', 'personal', 'ethic', 'hold', 'together', 'individual', 'piece', 'absorb', 'enough', 'make', 'many', 'uninspired', 'moment', 'result', 'mediocre', 'passable', 'work']"
45461,"['unexpected', 'twist', 'surprise', 'turn', 'idea', 'go', 'happen', 'scene', 'scene', 'hold', 'attention', 'throughout']"
26047,"['tell', 'timeless', 'story', 'effort', 'take', 'reach', 'someone', 'else', 'effective', 'competition', 'sometimes', 'push', 'best']"
40445,"['frankenstein', 'monster', 'obvious', 'story', 'patch', 'post', 'dub', 'exposition', 'miss', 'money', 'shot', 'straight', 'video', 'fare']"
34191,"['bright', 'beautiful', 'enchantingly', 'childlike', 'vision']"
18191,"['gritty', 'depress', 'portrait', 'gang', 'warfafre', 'los', 'angeles', 'intractable', 'urban', 'problem']"
18650,"['masterfully', 'direct', 'comedy', 'dinner', 'eight', '1933', 'fill', 'tremendous', 'cast', 'star', 'invite']"
15442,"['give', 'unironic', 'dignity', 'power', 'due', 'outstanding', 'lead', 'performance', 'year', 'old', 'jennifer', 'lawrence', 'ree', 'young', 'woman', 'must', 'take', 'scary', 'neighbourhood', 'type', 'protect', 'family']"
23987,"['auspicious', 'solo', 'direct', 'debut', 'kathryn', 'bigelow']"
43124,"['know', 'love', 'buster', 'keaton', 'inspire', '1925', 'farce', 'seven', 'chance', 'dislike', 'modern', 'remake', 'bachelor', 'although', 'certainly', 'hurt']"
25950,"['even', 'acknowledge', 'flaw', 'still', 'love', 'robin', 'hood', 'think', 'one', 'rewatchable', 'disney', 'movie']"
25381,"['pro', 'environment', 'message', 'effective', 'film', 'subtlety', 'cast', 'twist', 'feature', 'likeable', 'matt', 'damon', 'script', 'insult', 'audience']"
15725,"['instead', 'sear', 'portrait', 'luck', 'resentment', 'opportunity', 'picture', 'wanders', 'around', 'pick', 'little', 'nugget', 'behavior', 'transformation', 'unable', 'manufacture', 'sweep', 'portrait', 'controversial', 'institution']"
38462,"['quality', 'thriller', 'go', 'business', 'monumentally', 'impressive', 'bluster']"
12125,"['immediate', 'fright', 'long', 'last', 'dread', 'still', 'quite', 'enough']"
43562,"['really', 'worth', 'trip', 'theater', 'good', 'enough', 'rental', 'come', 'video']"
21842,"['third', 'one', 'hop', 'final', 'remake', 'jazz', 'singer', 'least', 'interesting', 'attempt', 'far']"
16344,"['make', 'sure', 'box', 'tissue', 'watch', 'make', 'two', 'box']"
20608,"['carpenter', '1978', 'slasher', 'classic', 'inspire', 'million', 'imitation', 'well', 'sequel', 'demonstrate', 'clearly', 'disreputable', 'genre', 'movie', 'also', 'pure', 'rigorous', 'work', 'art']"
29534,"['plot', 'pacing', 'may', 'nearly', 'lazy', 'sloth', 'bear', 'baloo', 'phil', 'harris', 'animator', 'use', 'advantage', 'develop', 'character', 'even', 'minor', 'one', 'seem', 'majorly', 'entertain']"
12334,"['happy', 'tear', 'complete', 'mess', 'movie', 'lichtenstein', 'conjure', 'sweet', 'moment', 'strike', 'metaphor', 'none', 'strike', 'posey', '500', 'boot', 'look', 'either', 'black', 'blue', 'give', 'available', 'light']"
24336,"['key', 'movie', 'star', 'matthau', 'reserve', 'yet', 'commit', 'man', 'man', 'give', 'film', 'comedic', 'edge']"
28888,"['film', 'get', 'silly', 'time', 'particularly', 'unnaturally', 'attenuate', 'final', 'showdown', 'megan', 'eugene', 'still', 'enjoyable']"
37919,"['mostow', 'able', 'sustain', 'nightmarish', 'reality', 'grip', 'chill']"
1810,"['overall', 'pretty', 'elementary', 'stuff', 'along', 'line', 'disney', 'channel', 'movie']"
17311,"['fun', 'date', 'musical', 'appeal', 'parent', 'kid']"
41110,"['craft', 'care', 'evident', 'mamet', 'movie', 'still', 'rather', 'bloodless', 'affair', 'admirable', 'engaging']"
12332,"['plot', 'unfold', 'less', 'formulaic', 'way', 'could', 'impressive', 'dark', 'ting', 'comedy', 'end', 'case', 'talented', 'actor', 'try', 'find', 'something', 'fresh', 'fairly', 'stale', 'tale']"
9694,"['fan', 'biggie', 'find', 'thrill', 'watch', 'jamal', 'woolard', 'bring', 'back', 'life', 'death']"
27711,"['quite', 'fun', 'vincent', 'price', 'terrific', 'three', 'role']"
19075,"['inside', 'dune', 'good', 'freak', 'show', 'struggle', 'get', 'fail']"
26678,"['movie', 'vile', 'callous', 'also', 'pretty', 'darn', 'stupid']"
23958,"['unusually', 'intelligent', 'little', 'gem', 'stand', 'head', 'fang', 'blooksucking', 'flick']"
21689,"['entertain', 'cheese']"
48324,"['well', 'act', 'character', 'study', 'hardworking', 'woman', 'screenwriter', 'gerald', 'dipego', 'director', 'enough', 'integrity', 'dispense', 'usual', 'hollywood', 'distraction']"
12759,"['quite', 'load', 'comedy', 'else', 'social', 'comment', 'ever', 'effective', 'wilder', 'hone', 'point', 'pierce', 'edge']"
40878,"['many', 'joke', 'predictable', 'result', 'especially', 'funny']"
13414,"['sthe', 'movie', 'similar', 'joe', 'berlinger', '2009', 'film', 'crude', 'similar', 'campaign', 'behalf', 'ecuadorean', 'oil', 'worker']"
19605,"['message', 'film', 'hope', 'yet', 'time', 'enough', 'young', 'find', 'voice', 'courage']"
43336,"['think', 'movie', 'long', 'time', 'come']"
11192,"['likeable', 'indie', 'romance', 'thanks', 'strong', 'performance', 'nice', 'idea', 'though', 'often', 'little', 'quirky', 'good', 'almost', 'derail', 'spectacularly', 'misguide', 'subplot']"
5007,"['talk', 'hard', 'sell']"
1096,"['funny', 'rollickingly', 'good', 'movie', 'challenge', 'keep', 'band', 'together', 'road']"
3463,"['spite', 'shortcoming', 'ten', 'inspire', 'imaginative', 'bellwether', 'modern', 'american', 'comic', 'sensibility', 'lay', 'moment', 'push', 'envelope', 'right', 'way']"
44112,"['feel', 'lazy', 'gimmick', 'inspire', 'dash', 'creativity']"
36019,"['cynthia', 'robert', 'film', 'poignant', 'courageous', 'curious', 'status', 'film', 'play', 'seem', 'want', 'documentary', 'muffle', 'impact']"
4805,"['feel', 'like', 'one', 'movie', 'never', 'progress', 'much', 'beyond', 'concept', 'stage', 'yet', 'end', 'get', 'release', 'anyway']"
39519,"['epic', 'want', 'dicaprio']"
43658,"['definitely', 'smart', 'sweeter', 'garden', 'variety', 'romantic', 'comedy']"
8877,"['opinion', 'differ', 'depp', 'iconic', 'approach', 'supremely', 'mount', 'painstakingly', 'research', 'well', 'acted', 'gangster', 'epic', 'michael', 'mann', 'ambitious', 'film', 'since', 'heat', 'insight', 'mythic', 'figure', 'law', 'enforcement', 'broad', 'context']"
42002,"['film', 'lean', 'heavily', 'star', 'performance', 'mar', 'emptiness']"
21607,"['entertain', 'movie', 'even', 'memorable', 'one', 'without', 'strong', 'story', 'refer', 'masterpiece']"
45132,"['happy', 'report', 'deeply', 'flaw', 'mean', 'bad', 'film']"
16851,"['comic', 'possibility', 'everywhere', 'blind', 'date', 'tireless', 'edward', 'leave', 'none', 'unexploited']"
22592,"['little', 'woman', 'improve', 'superbly', 'beautiful', 'screen', 'translation', 'rich', 'character', 'depth', 'possess', 'story', 'freed', 'somewhat', 'saccharine', 'sentimentality', 'overlay', 'book']"
8542,"['stagy', 'fault', 'painfully', 'uneventful', 'man', 'suffocate', 'pitiable', 'write', 'hand']"
48417,"['mob', 'send', 'yos', 'columbia', 'picture', 'give', 'platter', 'green', 'light']"
43446,"['first', 'time', 'filmmaker', 'ben', 'young', 'nice', 'job', 'initially', 'establish', 'central', 'character', 'raucous', 'office', 'much', 'story', 'transpires']"
10200,"['dysfunctional', 'french', 'family', 'learn', 'never', 'late', 'bring', 'love', 'peace', 'heal', 'divisive', 'unforgiving', 'household']"
11431,"['unsubtleties', 'damn', 'defense', 'fall', 'meanwhile', 'cassavetes', 'reign', 'waterworks', 'man', 'remain', 'uncontested']"
48847,"['unabashedly', 'old', 'fashion', 'irony', 'free', 'wartime', 'romance', 'infuse', 'gee', 'whiz', 'pyrotechnic', 'rah', 'rah', 'patriotism']"
46256,"['well', 'understood', 'good', 'old', 'fashion', 'melodrama', 'kind', 'thing', 'douglas', 'sirk', 'might', 'produce', 'work', 'today']"
28649,"['whole', 'thing', 'rather', 'force', 'antiseptically', 'cheerful']"
5778,"['one', 'surprising', 'little', 'gem', 'make', 'happy', 'ardent', 'moviegoer']"
10782,"['character', 'development', 'cogent', 'storytelling', 'short', 'supply', 'yeah']"
41840,"['thing', 'dick', 'resembles', 'wildly', 'uneven', 'saturday', 'night', 'live', 'skit']"
40038,"['highly', 'original', 'piece', 'motion', 'picture', 'artistry']"
49553,"['bumpy', 'first', 'many', 'clichs', 'awful', 'lot', 'door', 'open', 'close', 'final', 'image', 'beautifully', 'fading', 'portrait', 'window', 'sweep']"
11345,"['lot', 'slow', 'burn', 'endure', 'first', 'hour', 'payoff', 'one', 'batshit', 'crazy', 'finale', 'recent', 'memory']"
25714,"['word', 'film', 'critic', 'really', 'get', 'away', 'often', 'feel', 'like', 'worthy', 'deployment']"
18668,"['marie', 'dressier', 'lionel', 'john', 'barrymore', 'wallace', 'beery', 'lee', 'tracy', 'edmund', 'lowe', 'madge', 'evans', 'karen', 'morley', 'billie', 'burke', 'phillips', 'holmes', 'jean', 'harlow', 'take', 'others', 'leave', 'jean', 'harlow']"
16926,"['party', 'money', 'lose', 'humiliation', 'set', 'leader', 'purify', 'force', 'rescue', 'everyone', 'devastate', 'shame', 'supply', 'something', 'erotic', 'exalting', 'excitement']"
4028,"['entertainment', 'achieve', 'timelessness', 'beyond', 'exquisite', 'source', 'material', 'even', 'yet', 'pleasure', 'relief', 'feel', 'filmmaker', 'scrooge', 'either']"
9267,"['parker', 'text', 'impossibly', 'rich', 'impossibly', 'complex']"
22267,"['laura', 'elegant', 'campy', 'dun']"
17517,"['film', 'strikingly', 'unsettling', 'mood', 'enhances', 'power', 'give', 'impact', 'story', 'would', 'otherwise', 'lack', 'much', 'credit', 'though', 'must', 'spacek', 'convincingly', 'portrays', 'carrie', 'pain', 'longing', 'acceptance']"
40102,"['blanchett', 'best', 'respond', 'kapur', 'lucid', 'firm', 'direction', 'raise', 'film', 'well', 'standard', 'costumer', 'level', 'intricate', 'intelligent', 'human', 'historical', 'drama']"
20151,"['newcomer', 'doubtless', 'surprised', 'excellent', 'pace', 'action']"
29498,"['notable', 'use', 'point', 'view', 'put', 'camera', 'back', 'seat', 'car', 'odd', 'angle', 'also', 'highly', 'sexual', 'film', 'time', 'happiness', 'warm', 'gun', 'indeed']"
46872,"['edgy', 'highly', 'intelligent', 'police', 'thriller']"
28578,"['explores', 'playful', 'male', 'adolescent', 'fantasy']"
48284,"['lopez', 'caviezel', 'fine', 'work', 'energize', 'perceptive', 'intelligent', 'script', 'gerald', 'pego', 'luis', 'mandoki', 'sympathetic', 'sure', 'foot', 'direction']"
29237,"['nothing', 'new', 'delightful', 'brew']"
33187,"['special', 'effect', 'extravaganza', 'good', 'star', 'vehicle', 'jim', 'carrey', 'exhibit', 'skill', 'shtick', 'small', 'part', 'sexy', 'cameron', 'diaz', 'bound', 'become', 'leading', 'lady']"
7354,"['issue', 'movie', 'belgian', 'director', 'nic', 'balthazar', 'throw', 'dramatic', 'feint', 'improbable', 'one', 'almost', 'see', 'cartoon', 'question', 'mark', 'float', 'audience', 'head']"
25398,"['dim', 'witted', 'creature', 'feature', 'take', 'far', 'seriously']"
13965,"['director', 'lexy', 'levell', 'michael', 'uys', 'deserve', 'gun', 'salute', 'fashion', 'sobering', 'antidote', 'patriotic', 'claptrap', 'serve', 'god', 'country', 'apple', 'pie']"
24043,"['classic', 'marx', 'bros', 'comedy', 'funny', 'start', 'finish', 'stateroom', 'scene', 'alone', 'priceless', 'brother', 'top', 'game']"
20640,"['hamlet', 'film', 'many', 'time', 'hold', 'candle', 'olivier', 'portrayal', 'danish', 'prince', '1948']"
44062,"['imagine', 'filmmaker', 'much', 'bad', 'already', 'poor', 'material']"
